addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,showflag,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3
서울특별시 구로구 구로중앙로 152 (구로동),4층,,,,,3305515,38,20240202091208,https://tong.visitkorea.or.kr/cms/resource/27/4017827_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/27/4017827_image3_1.jpg,Type3,126.882773011925,37.5011601442131,6,20260316103559,,02-6923-2325,뉴발란스 키즈 NC 신구로점,08292,1,11,530,SH,SH04,SH040300
서울특별시 영등포구 영중로 15 (영등포동4가),,,,,,2907798,38,20221030163907,https://tong.visitkorea.or.kr/cms/resource/91/4017591_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/91/4017591_image3_1.jpg,Type3,126.903715993779,37.5172332566615,6,20260316103559,,,뉴발란스 타임스퀘어점,07305,1,11,560,SH,SH04,SH040300
서울특별시 관악구 신림로 330 (신림동),,,,,,2913862,38,20221031191349,https://tong.visitkorea.or.kr/cms/resource/39/4017939_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/39/4017939_image3_1.jpg,Type3,126.930234545397,37.4838513393186,6,20260401023828,,02-881-8086,뉴발란스 타임스트림점,08777,1,11,620,SH,SH04,SH040300
부산광역시 사하구 낙동남로 1413 (하단동),7층,,,,,4011222,38,20260204134903,https://tong.visitkorea.or.kr/cms/resource/36/4024036_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/36/4024036_image3_1.jpg,Type3,128.966474900321,35.106754958865,,20260312090840,,,뉴발란스 하단동점,49311,1,26,380,SH,SH04,SH040300
서울특별시 중구 장충단로13길 20 (을지로6가),5층,,,,,2912267,38,20221031170610,https://tong.visitkorea.or.kr/cms/resource/72/4023172_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/72/4023172_image3_1.jpg,Type3,127.007666479829,37.568734553218,6,20260327092150,,,뉴발란스 현대아울렛 동대문점,04563,1,11,140,SH,SH04,SH040300
인천광역시 연수구 송도국제대로 123 (송도동),,,,,,2931673,38,20221031163542,https://tong.visitkorea.or.kr/cms/resource/04/4021104_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4021104_image3_1.jpg,Type3,126.657917047216,37.3816291013573,6,20260327092150,,,뉴발란스 현대프리미엄아울렛 송도점,21984,1,28,185,SH,SH04,SH040300
서울특별시 마포구 홍익로 20 (서교동),,,,,,2905436,38,20221031183314,https://tong.visitkorea.or.kr/cms/resource/15/4018415_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/4018415_image3_1.jpg,Type3,126.922818684189,37.5543825575863,6,20260316105417,,,뉴발란스 홍대점,04055,1,11,440,SH,SH04,SH040300
경기도 안산시 단원구 중앙대로 873 (고잔동),신관 2층,,,,,2924680,38,20221030200108,https://tong.visitkorea.or.kr/cms/resource/28/4018028_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/28/4018028_image3_1.jpg,Type3,126.833767320683,37.3173149176798,6,20260327092150,,,뉴발란스키즈 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
경기도 용인시 기흥구 신고매로 124 (고매동),1층,,,,,4011823,38,20260204212946,https://tong.visitkorea.or.kr/cms/resource/44/4024444_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/44/4024444_image3_1.jpeg,Type3,127.121283960956,37.2255419641124,,20260330091611,,,뉴발란스키즈 롯데프리미엄아울렛 기흥점,17087,1,41,463,SH,SH04,SH040300
경상남도 김해시 장유로 469 (신문동),2층,,,,,4008284,38,20260129094541,https://tong.visitkorea.or.kr/cms/resource/33/4023433_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/33/4023433_image3_1.jpg,Type3,128.829596369018,35.1850621204763,,20260330091611,,,뉴발란스키즈 롯데프리미엄아울렛 김해점,51011,1,48,250,SH,SH04,SH040300
경기도 파주시 문발로 302 (문발동),2층,,,,,4011928,38,20260205004250,https://tong.visitkorea.or.kr/cms/resource/17/4023717_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/17/4023717_image3_1.jpg,Type3,126.693170994575,37.7196781475393,,20260330091611,,,뉴발란스키즈 롯데프리미엄아울렛 파주점,10881,1,41,480,SH,SH04,SH040300
서울특별시 성북구 동소문로 315 (길음동),6층,,,,,3305964,38,20240201173645,https://tong.visitkorea.or.kr/cms/resource/65/4017965_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/65/4017965_image3_1.jpg,Type3,127.028778310047,37.608448037052,6,20260316105417,,,뉴발란스키즈 현대백화점 미아점,02732,1,11,290,SH,SH04,SH040300
서울특별시 금천구 디지털로10길 9 (가산동),B1층,,,,,2930526,38,20221031112151,https://tong.visitkorea.or.kr/cms/resource/67/4021667_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/67/4021667_image3_1.jpg,Type3,126.88905533739,37.4776190161713,6,20260319000055,,,뉴발란스팩토리 현대아울렛 가산점,08514,1,11,545,SH,SH04,SH040300
서울특별시 중구 장충단로 275 (을지로6가),,,,,,2911635,38,20221030233228,https://tong.visitkorea.or.kr/cms/resource/73/4019373_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/4019373_image3_1.jpg,Type3,127.008775114213,37.5688849422849,6,20260326092041,,,뉴에라 두타몰점,04563,1,11,140,SH,SH04,SH040300
경기도 이천시 호법면 프리미엄아울렛로 177-74,2층,,,,,4011909,38,20260204235446,https://tong.visitkorea.or.kr/cms/resource/42/4043442_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/42/4043442_image3_1.JPG,Type3,127.400026089807,37.2422268786208,,20260327092150,,,뉴에라 롯데프리미엄아울렛 이천점,17384,1,41,500,SH,SH04,SH040300
부산광역시 기장군 장안읍 정관로 1133,3층,,,,,4027039,38,20260228165401,https://tong.visitkorea.or.kr/cms/resource/24/4044224_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/24/4044224_image3_1.png,Type3,129.236072800234,35.3249413082094,,20260330091611,,,뉴에라 신세계사이먼프리미엄아울렛 부산점,46029,1,26,710,SH,SH04,SH040300
경기도 시흥시 서해안로 699 (배곧동),,,,,,2913339,38,20221031153601,https://tong.visitkorea.or.kr/cms/resource/93/4021393_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/93/4021393_image3_1.jpg,Type3,126.736985310798,37.3796755964231,6,20260330091611,,,뉴에라 신세계사이먼프리미엄아울렛 시흥점,15010,1,41,390,SH,SH04,SH040300
경기도 여주시 명품로 360 (상거동),,,,,,2929054,38,20221031152348,https://tong.visitkorea.or.kr/cms/resource/10/4022010_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/10/4022010_image3_1.jpg,Type3,127.612385423931,37.2459466972835,6,20260326092041,,,뉴에라 신세계사이먼프리미엄아울렛 여주점,12646,1,41,670,SH,SH04,SH040300
제주특별자치도 제주시 신광로 68 (연동),1층,,,,,2903378,38,20221101135642,https://tong.visitkorea.or.kr/cms/resource/63/4020063_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/4020063_image3_1.jpg,Type3,126.489734975976,33.486206392079,6,20260316105417,,,뉴에라 신제주점,63131,1,50,110,SH,SH04,SH040300
서울특별시 강남구 도산대로49길 17 (신사동),1층,,,,,4011420,38,20260204154613,https://tong.visitkorea.or.kr/cms/resource/25/4044025_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/25/4044025_image3_1.png,Type3,127.037021252789,37.524062693803,,20260330091611,,,뉴에라 압구정점,06020,1,11,680,SH,SH04,SH040300
서울특별시 영등포구 영중로 15 (영등포동4가),B2층,,,,,2894279,38,20221030163545,https://tong.visitkorea.or.kr/cms/resource/04/4017504_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4017504_image3_1.jpg,Type3,126.903715993779,37.5172332566615,6,20260316103559,,,뉴에라 타임스퀘어점,07305,1,11,560,SH,SH04,SH040300
경기도 고양시 일산서구 호수로 817 (대화동),5층,,,,,3307102,38,20240201170601,https://tong.visitkorea.or.kr/cms/resource/04/4042004_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/04/4042004_image3_1.jpg,Type3,126.751647571454,37.6679852145335,6,20260326092041,,,뉴에라 현대백화점 킨텍스점,10391,1,41,287,SH,SH04,SH040300
서울특별시 강남구 강남대로 지하396 (역삼동),,,,,,2910573,38,20221101092958,https://tong.visitkorea.or.kr/cms/resource/11/4044511_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/11/4044511_image3_1.jpg,Type3,127.028307900881,37.4981646510326,6,20260327092150,,,뉴욕안경,06232,1,11,680,SH,SH04,SH040300
제주특별자치도 제주시 연동12길 3 (연동),,,,,,2893682,38,20221101154426,https://tong.visitkorea.or.kr/cms/resource/43/4020343_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/43/4020343_image3_1.jpg,Type3,126.493378922921,33.4853493217504,6,20260319094959,,,뉴월드마트 신제주점,63133,1,50,110,SH,SH04,SH040300
서울특별시 서초구 잠원로 51 (잠원동),,,,,,2901609,38,20221101013009,https://tong.visitkorea.or.kr/cms/resource/57/4045257_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/57/4045257_image3_1.jpg,Type3,127.007438594863,37.5092394548535,6,20260327092150,,,뉴코아아울렛 강남점,06511,1,11,650,SH,SH04,SH040300
경기도 수원시 팔달구 인계로 154 (인계동),,,,,,2905441,38,20221030214901,https://tong.visitkorea.or.kr/cms/resource/35/4044835_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/35/4044835_image3_1.jpg,Type3,127.034316011963,37.2663068577779,6,20260327092150,,,뉴코아아울렛 동수원점,16488,1,41,115,SH,SH04,SH040300
경기도 부천시 원미구 송내대로 239 (상동),,,,,,4012074,38,20260205121737,https://tong.visitkorea.or.kr/cms/resource/67/4022067_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/67/4022067_image3_1.png,Type3,126.756721807955,37.5041446553817,,20260311100340,,,뉴코아아울렛 부천점,14545,1,41,192,SH,SH04,SH040300
울산광역시 남구 삼산로 217 (달동),,,,,,4012845,38,20260207044903,https://tong.visitkorea.or.kr/cms/resource/68/4023868_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/4023868_image3_1.jpg,Type3,129.33047280373,35.5386256629878,,20260319053636,,,뉴코아아울렛 울산점,44703,1,31,140,SH,SH04,SH040300
경기도 광명시 하안로287번길 8 (하안동),,,,,,2913860,38,20221101004617,https://tong.visitkorea.or.kr/cms/resource/83/4017983_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/83/4017983_image3_1.jpg,Type3,126.879893649794,37.4612162665461,6,20260327092150,,,뉴코아팩토리아울렛 광명점,14305,1,41,210,SH,SH04,SH040300
서울특별시 강남구 논현로159길 55 (신사동),1층,,,,,4026643,38,20260228041707,https://tong.visitkorea.or.kr/cms/resource/68/4042468_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/68/4042468_image3_1.jpg,Type3,127.023915519032,37.5216389539045,,20260326092041,,,느와르라르메스 플래그십 스토어 가로수길,06033,1,11,680,SH,SH04,SH040300
강원특별자치도 고성군 죽왕면 괘진길 65,,,,,,2570207,12,20181127193421,https://tong.visitkorea.or.kr/cms/resource/73/3363773_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/73/3363773_image3_1.jpg,Type3,128.54993790158,38.2963874857519,6,20260312090840,,,능파대 (강원평화지역 국가지질공원),24752,1,51,820,NA,NA04,NA040400
경기도 동두천시 천보산로 567-12 (탑동동),,31,A02,A0203,A02030400,2774723,12,20211116190842,,,,127.0924044440,37.8796198573,6,20250708132552,10,,니지모리 스튜디오,11360,1,41,250,EX,EX07,EX070200
경기도 여주시 명품로 360 (상거동),,,,,,2930545,38,20221031153510,https://tong.visitkorea.or.kr/cms/resource/65/4042065_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/65/4042065_image3_1.jpg,Type3,127.612385423931,37.2459466972835,6,20260326092041,,,닐바렛 신세계사이먼프리미엄아울렛 여주점,12646,1,41,670,SH,SH04,SH040300
강원특별자치도 강릉시 주문진읍 신리천로 11-1,,32,A05,A0502,A05020100,3536831,39,20250915095934,,,,128.8289436783,37.8859268228,6,20250915095948,1,0507-1432-2011,다경횟집,25419,1,51,150,FD,FD01,FD010100
서울특별시 관악구 봉천로 209 (봉천동),1층,,,,,3307340,38,20240202120304,https://tong.visitkorea.or.kr/cms/resource/55/4017755_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/55/4017755_image3_1.jpg,Type3,126.924981674031,37.4904954867064,6,20260316103559,,02-3289-8173,다니엘트루스 롯데백화점 관악점,08708,1,11,620,SH,SH04,SH040300
경기도 안산시 단원구 고잔1길 12 (고잔동),1층,,,,,3305365,38,20240202190706,https://tong.visitkorea.or.kr/cms/resource/63/4018063_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/63/4018063_image3_1.jpg,Type3,126.834500352801,37.3180026223813,6,20260401025422,,,다니엘트루스 롯데백화점 안산점,15360,1,41,273,SH,SH04,SH040300
서울특별시 송파구 올림픽로 240 (잠실동),2층,,,,,4025831,38,20260227120003,https://tong.visitkorea.or.kr/cms/resource/30/4045130_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/30/4045130_image3_1.JPG,Type3,127.098141751177,37.5113096112036,,20260330091611,,,다니엘트루스 롯데백화점 잠실점,05554,1,11,710,SH,SH04,SH040300
경기도 고양시 덕양구 고양대로 1955 (동산동),1층,,,,,4025028,38,20260225202403,https://tong.visitkorea.or.kr/cms/resource/71/4044671_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/71/4044671_image3_1.jpg,Type3,126.89477806511,37.6469771187284,,20260330091611,,,다니엘트루스 스타필드 고양점,10595,1,41,281,SH,SH04,SH040300
경기도 수원시 장안구 수성로 175 (정자동),2층,,,,,4011468,38,20260204160609,https://tong.visitkorea.or.kr/cms/resource/30/4042930_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/30/4042930_image3_1.JPG,Type3,126.991574559571,37.2874453391147,,20260327092150,,,다니엘트루스 스타필드 수원점,16318,1,41,111,SH,SH04,SH040300
서울특별시 종로구 삼청로 72 (화동),,,,,,4012707,38,20260207003614,https://tong.visitkorea.or.kr/cms/resource/67/4024767_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/67/4024767_image3_1.jpeg,Type3,126.981565682948,37.5819298702945,,20260318101005,,,다니엘트루스 퍼퓸하우스 삼청,03053,1,11,110,SH,SH04,SH040300
부산광역시 사하구 몰운대1길 14 (다대동),,6,A02,A0205,A02050300,769761,12,20090723224818,http://tong.visitkorea.or.kr/cms/resource/08/3506208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3506208_image3_1.jpg,Type1,128.9680471374,35.0463945293,6,20250714175656,10,,다대포 꿈의 낙조분수,49527,1,26,380,VE,VE01,VE010400
부산광역시 사하구 몰운대1길 14,,,,,,126079,12,20031215090000,https://tong.visitkorea.or.kr/cms/resource/15/3497115_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/15/3497115_image3_1.jpg,Type1,128.963151,35.046247,6,20260309150604,,,다대포해수욕장,49527,1,26,380,NA,NA02,NA020900
제주특별자치도 제주시 구좌읍 세화리 산6,,,,,,577461,12,20080612062256,https://tong.visitkorea.or.kr/cms/resource/09/3527909_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/09/3527909_image3_1.jpg,Type3,126.822816539054,33.4759678473848,6,20260318101005,,,다랑쉬오름(월랑봉),63361,1,50,110,NA,NA01,NA010100
서울특별시 강남구 가로수길 26 (신사동),안보빌딩,,,,,2904977,38,20221101043924,https://tong.visitkorea.or.kr/cms/resource/14/4018114_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/14/4018114_image3_1.jpg,Type3,127.023254148239,37.5196295790897,6,20260330091611,,02-518-8620,다미,06036,1,11,680,SH,SH04,SH040300
서울특별시 강남구 가로수길 26 (신사동),,,,,,4011328,38,20260204150424,https://tong.visitkorea.or.kr/cms/resource/31/4024331_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/31/4024331_image3_1.jpeg,Type3,127.023254148239,37.5196295790897,,20260317101259,,,다미 강남점,06036,1,11,680,SH,SH04,SH040300
대전광역시 유성구 엑스포로 1 (도룡동),1층,,,,,4012295,38,20260206011535,https://tong.visitkorea.or.kr/cms/resource/41/4044241_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/41/4044241_image3_1.JPG,Type3,127.381765372066,36.3751817693989,,20260327092150,,,다미아니 대전신세계 Art&Science점,34126,1,30,200,SH,SH04,SH040300
서울특별시 중구 소공로 63 (충무로1가),2층,,,,,2914102,38,20221030215627,https://tong.visitkorea.or.kr/cms/resource/99/4020099_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/99/4020099_image3_1.jpg,Type3,126.980979034083,37.560919019936,6,20260327092150,,,다미아니 신세계백화점 본점,04530,1,11,140,SH,SH04,SH040300
서울특별시 영등포구 영중로 15 (영등포동4가),1층,,,,,4012622,38,20260206223448,https://tong.visitkorea.or.kr/cms/resource/47/4024747_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/47/4024747_image3_1.jpeg,Type3,126.903715993779,37.5172332566615,,20260330091611,,,다미아니 신세계백화점 타임스퀘어점,07305,1,11,560,SH,SH04,SH040300
서울특별시 강남구 압구정로 165 (압구정동),2층,,,,,4011497,38,20260204163942,https://tong.visitkorea.or.kr/cms/resource/23/4044023_image2_1.png,https://tong.visitkorea.or.kr/cms/resource/23/4044023_image3_1.png,Type3,127.027468526838,37.5273661232786,,20260330091611,,,다미아니 현대백화점 압구정본점,06001,1,11,680,SH,SH04,SH040300
경기도 성남시 분당구 판교역로146번길 20 (백현동),2층,,,,,4012097,38,20260205124049,https://tong.visitkorea.or.kr/cms/resource/46/4024746_image2_1.jpeg,https://tong.visitkorea.or.kr/cms/resource/46/4024746_image3_1.jpeg,Type3,127.112017130086,37.39279369494,,20260330091611,,,다미아니 현대백화점 판교점,13529,1,41,135,SH,SH04,SH040300
경상북도 경산시 중앙로 43-1 (중방동),,,,,,3555708,38,20251024154944,https://tong.visitkorea.or.kr/cms/resource/55/4043955_image2_1.JPG,https://tong.visitkorea.or.kr/cms/resource/55/4043955_image3_1.JPG,Type3,128.732010566002,35.8217684524242,6,20260327092150,,,다비치안경 경산점,38626,1,47,290,SH,SH04,SH040300
부산광역시 남구 수영로 277 (대연동),라온빌딩 1층,,,,,4008044,38,20260128222050,https://tong.visitkorea.or.kr/cms/resource/03/4023803_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/03/4023803_image3_1.jpg,Type3,129.096784087235,35.1361071739132,,20260309100814,,,다비치안경 경성대부경대소방서옆점,48443,1,26,290,SH,SH04,SH040300
경상북도 경주시 화랑로 114 (동부동),,,,,,4012202,38,20260205231433,https://tong.visitkorea.or.kr/cms/resource/78/4022778_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/78/4022778_image3_1.jpg,Type3,129.213131206994,35.8443129781038,,20260312090840,,,다비치안경 경주중앙로점,38154,1,47,130,SH,SH04,SH040300
경기도 수원시 영통구 도청로17번길 18 (이의동),,,,,,4025415,38,20260227003631,https://tong.visitkorea.or.kr/cms/resource/60/4045560_image2_1.jpg,https://tong.visitkorea.or.kr/cms/resource/60/4045560_image3_1.jpg,Type3,127.053722382712,37.2858340141964,,20260327092150,,,다비치안경 광교중앙역점,16509,1,41,117,SH,SH04,SH040300
